"Date","Pl","Tag","Q","Stms","Str","Crl","Dne","Straight","Curled","Done","Note","Old_note"
2020-08-14,31,1530,"",,0,0,5,,,,,""
2020-08-10,31,1564,"",,0,0,3,,,,,""
2020-08-10,32,1595,"",,0,0,2,,,,,"1 stem grazed"
2020-08-19,32,1676,"","1",0,0,3,,,,,"1 dropped"
2020-08-19,32,1696,"","1",0,0,2,,,,,""
2020-08-10,32,1731,"",,,,,,,,,""
2020-08-10,32,1801,"",,0,0,1,,,,,""
2020-08-19,32,1803,"",,0,0,0,,,,,"dropped or grazed"
2020-08-10,32,1812,"",,0,0,1,,,,,""
2020-08-10,32,1817,"","1",0,0,1,,,,,""
2020-08-10,32,1828,"",,0,0,1,,,,,""
2020-08-10,32,1855,"",,0,0,2,,,,,""
2020-08-14,33,1503,"",,,,,,,,,""
2020-08-14,33,1521,"",,0,0,5,,,,,"grazed"
2020-08-14,33,1529,"",,0,0,2,,,,,"grazed"
2020-08-19,33,1558,"",,0,0,4,,,,,"1 dropped or grazed"
2020-08-19,33,1634,"",,0,0,1,,,,,""
2020-08-19,33,1640,"",,,,,,,,,""
2020-08-19,33,1641,"x",,0,1,0,,,,,"grazed; new tag; old tag lost"
2020-08-19,33,1704,"",,0,0,6,,,,,""
2020-08-19,33,1719,"",,0,0,1,,,,,""
2020-08-19,33,1735,"","1",0,1,0,,,,,""
2020-08-19,33,1788,"",,0,0,0,,,,,"grazed"
2020-08-14,33,1842,"",,0,0,2,,,,,""
2020-08-10,33,1847,"",,0,0,1,,,,,""
2020-08-19,33,1890,"","1",1,0,0,,,,,"1 uncounted grazed stem; likely was 1641"
2020-08-14,34,1723,"",,0,0,2,,,,,""
2020-08-10,41,1745,"",,0,0,2,,,,,""
2020-08-10,42,1816,"",,0,0,1,,,,,""
2020-08-10,42,1827,"",,0,0,0,,,,,"grazed"
2020-08-10,43,1713,"","1",0,0,0,,,,,"seed dropped"
2020-08-10,43,1743,"",,0,0,2,,,,,""
2020-08-14,43,1761,"x","2",0,0,4,,,,,"not sure if new; check"
2020-08-19,43,1762,"",,0,0,0,,,,,"grazed"
2020-08-14,44,1604,"",,0,0,3,,,,,""
2020-08-19,45,1592,"",,0,0,13,,,,,"no new"
2020-08-10,45,1600,"",,0,0,0,,,,,"dropped lost or grazed"
2020-08-10,45,1601,"",,0,0,3,,,,,"lost or grazed"
2020-08-10,45,1624,"",,0,0,5,,,,,""
2020-08-10,45,1874,"",,0,0,1,,,,,""
2020-08-19,46,1586,"",,0,0,6,,,,,""
2020-08-10,46,1636,"",,,,,,,,,""
2020-08-14,47,1577,"",,0,0,0,,,,,""
2020-08-14,47,1749,"",,0,0,0,,,,,"grazed"
2020-08-14,48,1535,"",,,,,,,,,""
2020-08-19,49,1551,"",,0,0,9,,,,,"1 stem grazed"
2020-08-19,49,1899,"","1",1,0,0,,,,,""
2020-08-10,50,1581,"",,,,,,,,,""
2020-08-19,50,1585,"",,0,0,5,,,,,""
2020-08-14,50,1647,"",,,,,,,,,""
2020-08-10,50,1757,"",,0,0,6,,,,,""
2020-08-19,50,1771,"","1",0,0,2,,,,,"1 stem lost"
2020-08-14,50,1811,"",,0,0,0,,,,,"grazed"
2020-08-19,53,1537,"","1",0,0,1,,,,,""
2020-08-19,53,1648,"",,0,0,0,,,,,"grazed"
2020-08-19,53,1733,"",,0,0,0,,,,,"dropped or grazed"
2020-08-10,53,1740,"",,0,0,2,,,,,""
2020-08-19,53,1851,"",,0,0,0,,,,,""
2020-08-10,63,1786,"",,,,,,,,,"can't find; corner SW is 1000 pv"
2020-08-19,64,1674,"","2",0,0,3,,,,,"done one purple"
2020-08-19,67,1829,"",,0,0,1,,,,,""
2020-08-10,68,1622,"",,0,0,1,,,,,""
2020-08-14,71,1512,"",,0,0,5,,,,,"not sure why seed count is lower"
2020-08-10,71,1520,"x",,0,0,13,,,,,"13th was possibly previously missed"
2020-08-14,71,1557,"",,0,0,2,,,,,"unattached brown stem"
2020-08-10,71,1567,"",,,,,,,,,""
2020-08-14,71,1580,"",,,,,,,,,"is 1579; improve"
2020-08-10,71,1831,"",,0,0,1,,,,,""
2020-08-10,74,1619,"",,0,0,0,,,,,"grazed"
2020-08-14,74,1638,"",,0,0,0,,,,,""
2020-08-14,75,1632,"","3",0,0,4,,,,,"pv"
2020-08-19,77,1859,"","1",0,0,0,,,,,"pv"
2020-08-14,78,1603,"",,0,0,3,,,,,""
2020-08-14,78,1671,"",,0,0,1,,,,,"grazed"
2020-08-14,78,1710,"",,0,0,0,,,,,"grazed"
2020-08-14,78,1898,"",,0,0,0,,,,,"grazed"
2020-08-14,81,1767,"",,,,,,,,,"can't find"
2020-08-14,81,1815,"",,0,0,0,,,,,"grazed"
2020-08-14,81,1838,"",,0,0,0,,,,,"grazed"
2020-08-14,81,1865,"",,0,0,0,,,,,"grazed"
2020-08-10,81,1875,"",,0,0,3,,,,,""
2020-08-14,82,1568,"",,0,0,0,,,,,"grazed"
2020-08-14,82,1780,"",,0,0,0,,,,,"grazed"
2020-08-10,83,1746,"",,0,0,2,,,,,""
2020-08-19,83,1755,"","2",0,0,8,,,,,"prev was mistake"
2020-08-10,83,1821,"","2",0,0,2,,,,,""
2020-08-19,83,1876,"",,0,0,0,,,,,"grazed"
2020-08-14,83,1897,"",,0,0,1,,,,,""
2020-08-14,85,1675,"",,0,0,0,,,,,"grazed"
2020-08-10,86,1625,"",,0,0,6,,,,,""
2020-08-14,88,1715,"",,0,0,2,,,,,""
