Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
69,,,,,,-105.54168831,40.03059842,2972.785,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 10:57:27.2 UTC-06:00,2023-05-23 10:57:27.2 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,37.672,Global CS
170,,,,,,-105.54186389,40.03060190,2979.806,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 10:59:57.6 UTC-06:00,2023-05-23 10:59:57.6 UTC-06:00,1,1.1,,,,-105.54209670,40.03054309,2987.568,21.724,Global CS
169,,,,,,-105.54199428,40.03049620,2983.198,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 11:01:42.6 UTC-06:00,2023-05-23 11:01:42.6 UTC-06:00,1,1.1,,,,-105.54209670,40.03054309,2987.568,10.468,Global CS
70,,,,,,-105.54203422,40.03044394,2983.683,0.010,0.010,0.014,0.014,1.934,m,FIX,2023-05-23 11:02:33.4 UTC-06:00,2023-05-23 11:02:33.4 UTC-06:00,1,1.1,,,,-105.54209670,40.03054309,2987.568,12.393,Global CS
168,,,,,,-105.54226753,40.03037654,2987.623,0.010,0.010,0.017,0.014,1.934,m,FIX,2023-05-23 11:03:38.4 UTC-06:00,2023-05-23 11:03:38.4 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,23.645,Global CS
71,,,,,Q tag 1016; 1712,-105.54211629,40.03059504,2986.046,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 11:05:11.8 UTC-06:00,2023-05-23 11:05:11.8 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,6.022,Global CS
73,,,,,"Q tag 1039, 1133",-105.54236931,40.03056528,2989.777,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 11:08:13.2 UTC-06:00,2023-05-23 11:08:13.2 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,23.774,Global CS
74,,,,,,-105.54267706,40.03057051,2996.019,0.010,0.010,0.012,0.014,1.934,m,FIX,2023-05-23 11:14:26.0 UTC-06:00,2023-05-23 11:14:26.0 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,50.728,Global CS
75,,,,,,-105.54274382,40.03044750,2996.772,0.010,0.010,0.020,0.014,1.934,m,FIX,2023-05-23 11:15:24.0 UTC-06:00,2023-05-23 11:15:24.0 UTC-06:00,1,1.7,,,,-105.54209670,40.03054309,2987.568,57.363,Global CS
164,,,,,,-105.54274132,40.03052126,2997.206,0.010,0.010,0.014,0.014,1.934,m,FIX,2023-05-23 11:16:11.0 UTC-06:00,2023-05-23 11:16:11.0 UTC-06:00,1,1.4,,,,-105.54209670,40.03054309,2987.568,56.303,Global CS
165,,,,,,-105.54284323,40.03041716,2998.839,0.010,0.010,0.013,0.014,1.934,m,FIX,2023-05-23 11:17:14.4 UTC-06:00,2023-05-23 11:17:14.4 UTC-06:00,1,1.4,,,,-105.54209670,40.03054309,2987.568,66.590,Global CS
163,,,,,,-105.54286537,40.03053441,2999.856,0.010,0.010,0.011,0.014,1.934,m,FIX,2023-05-23 11:18:22.0 UTC-06:00,2023-05-23 11:18:22.0 UTC-06:00,1,1.4,,,,-105.54209670,40.03054309,2987.568,67.171,Global CS
76,,,,,,-105.54296072,40.03053240,3001.624,0.010,0.010,0.012,0.014,1.934,m,FIX,2023-05-23 11:19:07.0 UTC-06:00,2023-05-23 11:19:07.0 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,75.505,Global CS
164R,,,,,Sensor,-105.54273462,40.03051842,2997.110,0.010,0.010,0.017,0.014,1.934,m,FIX,2023-05-23 11:20:34.8 UTC-06:00,2023-05-23 11:20:34.8 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,55.739,Global CS
77,,,,,,-105.54305953,40.03067626,3003.943,0.010,0.010,0.016,0.014,1.934,m,FIX,2023-05-23 11:22:19.8 UTC-06:00,2023-05-23 11:22:19.8 UTC-06:00,1,1.7,,,,-105.54209670,40.03054309,2987.568,85.524,Global CS
161,,,,,,-105.54322975,40.03063776,3007.015,0.010,0.010,0.024,0.014,1.934,m,FLOAT,2023-05-23 11:24:03.4 UTC-06:00,2023-05-23 11:24:03.4 UTC-06:00,1,2.4,,,,-105.54209670,40.03054309,2987.568,99.648,Global CS
162,,,,,,-105.54322093,40.03050930,3006.433,0.010,0.010,0.024,0.014,1.934,m,FIX,2023-05-23 11:25:07.6 UTC-06:00,2023-05-23 11:25:07.6 UTC-06:00,1,1.7,,,,-105.54209670,40.03054309,2987.568,98.303,Global CS
160,,,,,,-105.54347078,40.03067150,3011.648,0.042,0.052,0.140,0.067,1.934,m,FLOAT,2023-05-23 11:28:26.6 UTC-06:00,2023-05-23 11:28:26.6 UTC-06:00,1,2.4,,,,-105.54209670,40.03054309,2987.568,121.033,Global CS
79,,,,,,-105.54353322,40.03089843,3012.817,0.010,0.010,0.024,0.014,1.934,m,FIX,2023-05-23 11:31:11.6 UTC-06:00,2023-05-23 11:31:11.6 UTC-06:00,1,1.7,,,,-105.54209670,40.03054309,2987.568,131.703,Global CS
159,,,,,,-105.54350902,40.03079097,3011.679,0.010,0.010,0.042,0.014,1.934,m,FLOAT,2023-05-23 11:32:14.2 UTC-06:00,2023-05-23 11:32:14.2 UTC-06:00,1,2.4,,,,-105.54209670,40.03054309,2987.568,126.421,Global CS
78,,,,,,-105.54326414,40.03086930,3009.031,0.032,0.044,0.130,0.054,1.934,m,FLOAT,2023-05-23 11:33:32.0 UTC-06:00,2023-05-23 11:33:32.0 UTC-06:00,1,1.6,,,,-105.54209670,40.03054309,2987.568,108.626,Global CS
81,,,,,,-105.54303019,40.03085599,3004.184,0.010,0.010,0.018,0.014,1.934,m,FIX,2023-05-23 11:35:19.0 UTC-06:00,2023-05-23 11:35:19.0 UTC-06:00,1,2.2,,,,-105.54209670,40.03054309,2987.568,88.921,Global CS
167,,,,,,-105.54270227,40.03081412,2997.636,0.010,0.010,0.037,0.014,1.934,m,FIX,2023-05-23 11:36:39.8 UTC-06:00,2023-05-23 11:36:39.8 UTC-06:00,1,2.4,,,,-105.54209670,40.03054309,2987.568,61.030,Global CS
167S,,,,,sensor 4cm on W side,-105.54269438,40.03080874,2997.414,0.010,0.011,0.050,0.015,1.934,m,FIX,2023-05-23 11:38:03.0 UTC-06:00,2023-05-23 11:38:03.0 UTC-06:00,1,2.4,,,,-105.54209670,40.03054309,2987.568,60.122,Global CS
166,,,,,,-105.54266050,40.03075873,2997.259,0.010,0.010,0.028,0.014,1.934,m,FIX,2023-05-23 11:38:40.6 UTC-06:00,2023-05-23 11:38:40.6 UTC-06:00,1,2.4,,,,-105.54209670,40.03054309,2987.568,55.018,Global CS
67,,,,,,-105.54239877,40.03081164,2991.333,0.010,0.010,0.014,0.014,1.934,m,FIX,2023-05-23 11:39:53.2 UTC-06:00,2023-05-23 11:39:53.2 UTC-06:00,1,2.0,,,,-105.54209670,40.03054309,2987.568,39.848,Global CS
68,,,,,,-105.54239084,40.03092750,2991.529,0.010,0.010,0.024,0.014,1.934,m,FIX,2023-05-23 11:40:48.8 UTC-06:00,2023-05-23 11:40:48.8 UTC-06:00,1,1.7,,,,-105.54209670,40.03054309,2987.568,49.892,Global CS
154,,,,,,-105.54250224,40.03094304,2994.054,0.010,0.010,0.013,0.014,1.934,m,FIX,2023-05-23 11:42:12.2 UTC-06:00,2023-05-23 11:42:12.2 UTC-06:00,1,2.1,,,,-105.54209670,40.03054309,2987.568,56.958,Global CS
133,,,,,,-105.54215233,40.03078436,2986.511,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 11:51:44.2 UTC-06:00,2023-05-23 11:51:44.2 UTC-06:00,1,1.9,,,,-105.54209670,40.03054309,2987.568,27.234,Global CS
133S,,,,,sensor 1 cm w,-105.54214514,40.03078765,2986.478,0.010,0.010,0.013,0.014,1.934,m,FIX,2023-05-23 11:52:16.8 UTC-06:00,2023-05-23 11:52:16.8 UTC-06:00,1,1.9,,,,-105.54209670,40.03054309,2987.568,27.493,Global CS
72,,,,,Q loc uncertain due to snow,-105.54214308,40.03081028,2986.218,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 11:54:29.0 UTC-06:00,2023-05-23 11:54:29.0 UTC-06:00,1,1.9,,,,-105.54209670,40.03054309,2987.568,29.951,Global CS
132,,,,,Q loc uncertain due to snow,-105.54173296,40.03082488,2977.747,0.010,0.010,0.012,0.014,1.934,m,FIX,2023-05-23 12:19:23.0 UTC-06:00,2023-05-23 12:19:23.0 UTC-06:00,1,1.3,,,,-105.54209670,40.03054309,2987.568,44.799,Global CS
130S,,,,,sensor 5cm north,-105.54163585,40.03077812,2974.962,0.010,0.010,0.010,0.014,1.934,m,FIX,2023-05-23 12:21:15.6 UTC-06:00,2023-05-23 12:21:15.6 UTC-06:00,1,1.6,,,,-105.54209670,40.03054309,2987.568,48.419,Global CS
131,,,,,,-105.54177711,40.03088597,2978.730,0.010,0.010,0.019,0.014,1.934,m,FIX,2023-05-23 12:22:12.8 UTC-06:00,2023-05-23 12:22:12.8 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,47.364,Global CS
35,,,,,,-105.54159772,40.03089682,2973.453,0.010,0.010,0.014,0.014,1.934,m,FIX,2023-05-23 12:24:35.8 UTC-06:00,2023-05-23 12:24:35.8 UTC-06:00,1,1.2,,,,-105.54209670,40.03054309,2987.568,59.230,Global CS
36,,,,,,-105.54176483,40.03108883,2978.917,0.010,0.010,0.017,0.014,1.934,m,FIX,2023-05-23 12:29:30.4 UTC-06:00,2023-05-23 12:29:30.4 UTC-06:00,1,1.4,,,,-105.54209670,40.03054309,2987.568,67.258,Global CS
